Time,Weibo,Weibo_id,Main_text,Original(0/1),Numbers_of_lilkes,Numbers_of_reposts,Number_of_comments,Training(0/1),Labels,Sublabels,Covid(0/1),Response(0/1)
5/12/2020,TrendingSearch,,假如一觉醒来发现在读初中,,203964,,, , , , , 
5/12/2020,TrendingSearch,,组织学生应援肖战老师被停职,,194653,,, , , , , 
5/12/2020,TrendingSearch,,印度医院病人共用病床,,188622,,,1,International_news,International_affairs_world,0,0
5/12/2020,TrendingSearch,,毛肚原来长这样,,179472,,, , , , , 
5/12/2020,TrendingSearch,,湖北致信慰问全省20万护理工作者,,177445,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/12/2020,TrendingSearch,,像不像小时候写作业的你,,173659,,, , , , , 
5/12/2020,TrendingSearch,,感恩有你山河无恙,,171554,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,周杰伦送医护粉丝演唱会门票,,171026,,, , , , , 
5/12/2020,TrendingSearch,,汪小敏 想见你想见你想见你,,168491,,, , , , , 
5/12/2020,TrendingSearch,,猪肉价格涨幅回落,,164251,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/12/2020,TrendingSearch,,你眼中的七彩云南,,163772,,, , , , , 
5/12/2020,TrendingSearch,,这到底是什么东西,,157395,,, , , , , 
5/12/2020,TrendingSearch,,防空警报,,152077,,, , , , , 
5/12/2020,TrendingSearch,,秘制酸笋炒田螺,,152040,,, , , , , 
5/12/2020,TrendingSearch,,谎称患新冠要传染他人获刑1年,,151948,,, , , , , 
5/12/2020,TrendingSearch,,超1亿学生复课开学,,151855,,, , , , , 
5/12/2020,TrendingSearch,,天津天海解散,,151767,,, , , , , 
5/12/2020,TrendingSearch,,想要考试好需要釜底抽薪,,151747,,, , , , , 
5/12/2020,TrendingSearch,,徽柔曹评亲吻,,146376,,, , , , , 
5/12/2020,TrendingSearch,,汶川地震的记忆,,138672,,, , , , , 
5/12/2020,TrendingSearch,,香港海洋公园面临倒闭,,137406,,, , , , , 
5/12/2020,TrendingSearch,,特朗普崩溃了,,4961701,,, , , , , 
5/12/2020,TrendingSearch,,西安当街被打女子发声,,3411340,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/12/2020,TrendingSearch,,何炅郭敬明郑爽谈公开表态,,3134402,,, , , , , 
5/12/2020,TrendingSearch,,导演魏杰性侵醉酒女子被判4年,,2205218,,, , , , , 
5/12/2020,TrendingSearch,,快手向抖音索赔500万元,,1848666,,, , , , , 
5/12/2020,TrendingSearch,,说好让她做大宋最快乐的姑娘呢,,1752686,,, , , , , 
5/12/2020,TrendingSearch,,科比事故飞行员家属发声,,1627115,,, , , , , 
5/12/2020,TrendingSearch,,张康阳,,1554097,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/12/2020,TrendingSearch,,中国对美国医用消毒剂等不再加征关税,,1128160,,, , , , , 
5/12/2020,TrendingSearch,,影子在公主脚下 怀吉在徽柔心里,,883175,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,饭圈文化该不该出现在校园,,773184,,, , , , , 
5/12/2020,TrendingSearch,,Jennie露背西装,,738328,,, , , , , 
5/12/2020,TrendingSearch,,蚊子吸你血是因为你太甜,,728786,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,韩国夜店集体感染已致101人确诊,,720815,,, , , , , 
5/12/2020,TrendingSearch,,刘敏涛接电话状态也像喝醉了,,668193,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/12/2020,TrendingSearch,,男朋友集体隔栏眺望女友,,654982,,, , , , , 
5/12/2020,TrendingSearch,,纽约零号病人首次发声,,649680,,, , , , , 
5/12/2020,TrendingSearch,,杀破狼,,634940,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/12/2020,TrendingSearch,,警方通报保姆闷死83岁老人,,595090,,, , , , , 
5/12/2020,TrendingSearch,,八色花瓣紫菜包饭,,574365,,, , , , , 
5/12/2020,TrendingSearch,,前野智昭小松未可子结婚,,572664,,, , , , , 
5/12/2020,TrendingSearch,,新闻联播正告美政客中国人不是被吓大的,,472317,,, , , , , 
5/12/2020,TrendingSearch,,冰可乐的正确喝法,,465112,,, , , , , 
5/12/2020,TrendingSearch,,泰森宣布复出,,430849,,, , , , , 
5/12/2020,TrendingSearch,,长大后想谈恋爱有多难,,396176,,, , , , , 
5/12/2020,TrendingSearch,,全国计划招聘特岗教师10.5万名,,375833,,, , , , , 
5/12/2020,TrendingSearch,,有个神仙颜值妈妈的体验,,360064,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,肖战超话教师天团,,313129,,, , , , , 
5/12/2020,TrendingSearch,,普京新闻秘书确诊新冠肺炎,,311971,,,1,International_news,International_affairs_world,1,0
5/12/2020,TrendingSearch,,你向往的恋爱是什么样子,,311808,,, , , , , 
5/12/2020,TrendingSearch,,汶川地震来临时惊心动魄瞬间,,277315,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/12/2020,TrendingSearch,,被贷款2239万男子拟起诉华夏银行,,273811,,, , , , , 
5/12/2020,TrendingSearch,,金晨片场练女团舞,,255365,,, , , , , 
5/12/2020,TrendingSearch,,南京大屠杀期间的中国医护,,246290,,, , , , , 
5/12/2020,TrendingSearch,,钟南山唱坚信爱会赢,,240101,,,1,Flattering_news,Flatterning_news_achievement,0,0
5/12/2020,TrendingSearch,,深圳600架无人机组成医护人员形象,,237160,,, , , , , 
5/12/2020,TrendingSearch,,蜜桃乌龙奶冻,,224706,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,上学时你最羡慕的人,,223842,,, , , , , 
5/12/2020,TrendingSearch,,羽毛婚纱裙,,207784,,, , , , , 
5/12/2020,TrendingSearch,,任正非称华为没有996,,190238,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/12/2020,TrendingSearch,,拍风景意外拍下男子跳河瞬间,,178728,,, , , , , 
5/12/2020,TrendingSearch,,宋旻浩方道歉,,168171,,, , , , , 
5/12/2020,TrendingSearch,,山海经异兽妆,,164994,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/12/2020,TrendingSearch,,张檬摸小五喉结,,162406,,, , , , , 
5/12/2020,TrendingSearch,,当警察叔叔玩起嘻哈,,159060,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,喜茶又错付了,,158505,,, , , , , 
5/12/2020,TrendingSearch,,范丞丞小鬼正骨太好笑了,,152116,,, , , , , 
5/12/2020,TrendingSearch,,最让人期待的综艺节目,,141389,,,1,Soft_news,Soft_news_casual,0,0
5/12/2020,TrendingSearch,,朴灿烈李遐怡新歌MV,,139052,,, , , , , 
5/12/2020,TrendingSearch,,珠峰大本营数星星,,134860,,, , , , , 
5/13/2020,TrendingSearch,,杨幂遭代拍恶意拍摄,,4115076,,, , , , , 
5/13/2020,TrendingSearch,,吃不到新鲜竹子旅加大熊猫将提前归国,,1057850,,, , , , , 
5/13/2020,TrendingSearch,,贝克汉姆快秃头了,,1046650,,, , , , , 
5/13/2020,TrendingSearch,,加拿大与中国合作开发新冠疫苗,,1017403,,, , , , , 
5/13/2020,TrendingSearch,,新冠肺炎还会与人类共存很长时间,,754467,,, , , , , 
5/13/2020,TrendingSearch,,吴青峰理想生活,,752977,,, , , , , 
5/13/2020,TrendingSearch,,黄子韬吐槽特朗普,,745701,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,花木兰试镜视频,,708628,,, , , , , 
5/13/2020,TrendingSearch,,英国官方教民众用旧T恤做口罩,,581525,,, , , , , 
5/13/2020,TrendingSearch,,吉林新增6例本土病例,,535345,,,1,Domestic_news,Current_affairs_trends,1,0
5/13/2020,TrendingSearch,,汶川地震搜救犬沈虎遗像落成,,459288,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/13/2020,TrendingSearch,,广东规定未经同意快件进柜可追偿,,458525,,, , , , , 
5/13/2020,TrendingSearch,,养老金上涨开始落地,,456247,,, , , , , 
5/13/2020,TrendingSearch,,吉林火车站暂停办理乘车业务,,453185,,, , , , , 
5/13/2020,TrendingSearch,,美国新冠病毒感染病例超过136万,,451677,,, , , , , 
5/13/2020,TrendingSearch,,何炅郭敬明郑爽谈公开表态,,448482,,, , , , , 
5/13/2020,TrendingSearch,,关晓彤 芭莎男士封面,,446300,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,幼儿园开包子铺自救,,443602,,, , , , , 
5/13/2020,TrendingSearch,,皮肤变黑医生出院后陪女儿上网课,,440063,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/13/2020,TrendingSearch,,青你2时尚芭莎大片造型,,439547,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,女生对着空床板点名说再见,,416539,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,每个宿舍居住人数原则上不超过6人,,397808,,, , , , , 
5/13/2020,TrendingSearch,,哭得最痛那天明白了什么,,356939,,, , , , , 
5/13/2020,TrendingSearch,,衡中老师为高三学生致辞落泪,,346888,,, , , , , 
5/13/2020,TrendingSearch,,悬崖村搬家,,324019,,, , , , , 
5/13/2020,TrendingSearch,,彭斯决定避免和特朗普接触,,289204,,,1,International_news,International_affairs_world,0,0
5/13/2020,TrendingSearch,,当代90后心酸的瞬间,,284824,,, , , , , 
5/13/2020,TrendingSearch,,美国多地冰箱销量攀升,,252660,,, , , , , 
5/13/2020,TrendingSearch,,新西兰总理重申坚持一中政策,,233401,,,1,International_news,International_affairs_china_related,0,0
5/13/2020,TrendingSearch,,福奇称美国实际死亡数肯定高于官方统计,,232987,,,1,International_news,International_affairs_world,0,0
5/13/2020,TrendingSearch,,一个人可以无知到什么程度,,229800,,, , , , , 
5/13/2020,TrendingSearch,,优步裁员3500人,,221996,,, , , , , 
5/13/2020,TrendingSearch,,频繁聊天会产生恋爱错觉吗,,215907,,, , , , , 
5/13/2020,TrendingSearch,,普京新闻秘书确诊新冠肺炎,,214747,,,1,International_news,International_affairs_world,1,0
5/13/2020,TrendingSearch,,胆小体质能有多无奈,,214296,,, , , , , 
5/13/2020,TrendingSearch,,特朗普崩溃了,,211286,,, , , , , 
5/13/2020,TrendingSearch,,美民众做俯卧撑请愿重开健身房,,206279,,, , , , , 
5/13/2020,TrendingSearch,,站老师面前找不到老师被急哭,,196442,,, , , , , 
5/13/2020,TrendingSearch,,郴州大头娃娃,,184847,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,当代学生回校的第一件事,,178253,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,英雄联盟季中杯,,178176,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,我国未成年网民规模1.75亿,,177020,,,1,Domestic_news,Current_affairs_trends,0,0
5/13/2020,TrendingSearch,,阿拉善双色湖,,176355,,, , , , , 
5/13/2020,TrendingSearch,,小学生上网爱干啥,,175790,,, , , , , 
5/13/2020,TrendingSearch,,剑网三,,174810,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,见过最爱挑衅的动物,,173840,,, , , , , 
5/13/2020,TrendingSearch,,永兴县市监局回应大头娃娃事件,,173786,,, , , , , 
5/13/2020,TrendingSearch,,英雄联盟宇航员皮肤,,172949,,, , , , , 
5/13/2020,TrendingSearch,,和同学同一天生日是啥体验,,172348,,, , , , , 
5/13/2020,TrendingSearch,,告白时的聊天记录截图,,171453,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,肖战再发声,,4551550,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,游客掰断两颗数万年石钟乳,,1801838,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/13/2020,TrendingSearch,,陈数杨迪首度直播,,1801479,,, , , , , 
5/13/2020,TrendingSearch,,李现喊话跟拍者,,1798573,,, , , , , 
5/13/2020,TrendingSearch,,任嘉伦说火锅里有炒年糕,,1796333,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,吴青峰理想生活,,1793756,,, , , , , 
5/13/2020,TrendingSearch,,爸爸接孩子认错还揪人小辫,,1781170,,, , , , , 
5/13/2020,TrendingSearch,,徽柔出嫁,,1078623,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,不用戴口罩的几类情形,,1003665,,, , , , , 
5/13/2020,TrendingSearch,,外交部回应美参议员妄图制裁中国,,909722,,, , , , , 
5/13/2020,TrendingSearch,,吉林已复学的高三转上网课,,875493,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,医院就错换人生28年事件道歉,,777711,,, , , , , 
5/13/2020,TrendingSearch,,奢侈品涨价潮来袭,,671080,,, , , , , 
5/13/2020,TrendingSearch,,日本一外卖公司骑手全是中国人,,667284,,, , , , , 
5/13/2020,TrendingSearch,,陶勇医生恢复出诊,,546734,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/13/2020,TrendingSearch,,心疼怀吉,,537870,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,中纪委收缴赵正永涉案财物7.17亿余元,,507431,,, , , , , 
5/13/2020,TrendingSearch,,当男生穿姐姐的衣服去健身房,,499399,,, , , , , 
5/13/2020,TrendingSearch,,范丞丞表情,,492958,,, , , , , 
5/13/2020,TrendingSearch,,南方人做菜可以多讲究,,479444,,, , , , , 
5/13/2020,TrendingSearch,,清平乐,,474776,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/13/2020,TrendingSearch,,中国电信,,470047,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/13/2020,TrendingSearch,,用5G或需要换SIM卡,,461851,,, , , , , 
5/13/2020,TrendingSearch,,文星伊开微博,,407712,,, , , , , 
5/13/2020,TrendingSearch,,忘带耳机出门时的我,,404449,,, , , , , 
5/13/2020,TrendingSearch,,在街上我妈遇到熟人时的我,,374698,,, , , , , 
5/13/2020,TrendingSearch,,叶冲何樱告别,,373881,,, , , , , 
5/13/2020,TrendingSearch,,奶奶偶遇消防员孙子却挥手让他走,,358090,,, , , , , 
5/13/2020,TrendingSearch,,重庆版天空之镜,,332658,,, , , , , 
5/13/2020,TrendingSearch,,中小学幼儿园教师招聘先上岗再考证,,332085,,, , , , , 
5/13/2020,TrendingSearch,,美国购买冰箱可能要等两个月,,331970,,, , , , , 
5/13/2020,TrendingSearch,,孔雀开屏礼裙,,301725,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,湖北疫情一线医生携子跳楼身亡,,298303,,, , , , , 
5/13/2020,TrendingSearch,,韩国N号房创建人身份照片公开,,289519,,, , , , , 
5/13/2020,TrendingSearch,,新西兰总理重申坚持一中政策,,285377,,,1,International_news,International_affairs_china_related,0,0
5/13/2020,TrendingSearch,,N号房事件将被拍成电影,,281540,,, , , , , 
5/13/2020,TrendingSearch,,深山石缝千年玫瑰开花,,275709,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,陕西一医院医技科室凭职称停车,,268824,,, , , , , 
5/13/2020,TrendingSearch,,原来一胖遮百丑,,258220,,, , , , , 
5/13/2020,TrendingSearch,,抖音回应快手起诉,,246916,,, , , , , 
5/13/2020,TrendingSearch,,建议减少与朋友相约观影,,226953,,, , , , , 
5/13/2020,TrendingSearch,,90岁奶奶世界最年长游戏玩家,,214087,,, , , , , 
5/13/2020,TrendingSearch,,吉林市疫情防控时间线,,213423,,,1,Domestic_news,Current_affairs_trends,1,0
5/13/2020,TrendingSearch,,什么样的声音能注册商标,,212551,,, , , , , 
5/13/2020,TrendingSearch,,大学毕业租房遇到的坑,,211398,,, , , , , 
5/13/2020,TrendingSearch,,你毕业说再见的方式,,211047,,, , , , , 
5/13/2020,TrendingSearch,,猜不透的缩写,,209218,,, , , , , 
5/13/2020,TrendingSearch,,开学后宿舍的现状,,208274,,, , , , , 
5/13/2020,TrendingSearch,,坐直就代表我认真了,,207796,,,1,Soft_news,Soft_news_casual,0,0
5/13/2020,TrendingSearch,,解放军向12国军队提供物资援助,,207118,,, , , , , 
5/14/2020,TrendingSearch,,刘亦菲试镜花木兰视频,,2780342,,, , , , , 
5/14/2020,TrendingSearch,,对丰巢说不的上海小区已达116个,,1551876,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/14/2020,TrendingSearch,,110个新冠肺炎疫苗竞速,,1206326,,, , , , , 
5/14/2020,TrendingSearch,,6月大女婴被楼上掉落的洗发水砸中,,1109521,,, , , , , 
5/14/2020,TrendingSearch,,河南一幼师让孩子应援王俊凯,,1103713,,, , , , , 
5/14/2020,TrendingSearch,,美的全民云婚礼,,1067637,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,高中生历时3年在游戏中复制母校,,964958,,, , , , , 
5/14/2020,TrendingSearch,,元彬生图,,839989,,, , , , , 
5/14/2020,TrendingSearch,,委内瑞拉总统中文说谢谢,,726562,,, , , , , 
5/14/2020,TrendingSearch,,韩教师去夜店致6名学生感染,,678678,,, , , , , 
5/14/2020,TrendingSearch,,辽宁新增2例本土确诊病例,,673661,,, , , , , 
5/14/2020,TrendingSearch,,肖战再发声,,669609,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,美国新冠肺炎确诊超138万,,662058,,, , , , , 
5/14/2020,TrendingSearch,,印度最大贫民窟确诊病例破千,,658163,,,1,International_news,International_affairs_world,1,0
5/14/2020,TrendingSearch,,徽柔驸马没有圆房,,652599,,, , , , , 
5/14/2020,TrendingSearch,,世卫警示新冠可能成为流行性病毒,,645701,,, , , , , 
5/14/2020,TrendingSearch,,上海地铁,,640741,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,辽宁疫情,,638072,,, , , , , 
5/14/2020,TrendingSearch,,武汉高校考研云复试,,613994,,, , , , , 
5/14/2020,TrendingSearch,,徐晓东约架一龙被警察批评,,598191,,, , , , , 
5/14/2020,TrendingSearch,,彼岸花,,566181,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,人大代表建议国家每月发育儿补贴,,551435,,, , , , , 
5/14/2020,TrendingSearch,,异地恋情侣的聊天截图,,541357,,, , , , , 
5/14/2020,TrendingSearch,,吉林疫情,,400642,,, , , , , 
5/14/2020,TrendingSearch,,霸哥被大爷单杀,,380498,,, , , , , 
5/14/2020,TrendingSearch,,受原生家庭影响的性格特征,,285019,,, , , , , 
5/14/2020,TrendingSearch,,得知前任结婚啥感受,,282124,,, , , , , 
5/14/2020,TrendingSearch,,互相暗恋是种什么体验,,218481,,, , , , , 
5/14/2020,TrendingSearch,,中小学幼儿园教师招聘先上岗再考证,,218414,,, , , , , 
5/14/2020,TrendingSearch,,男子跳天桥被公交车接住,,218385,,, , , , , 
5/14/2020,TrendingSearch,,闹钟快响前醒来的感受,,211900,,, , , , , 
5/14/2020,TrendingSearch,,美军三艘航母或将齐聚亚太,,209411,,, , , , , 
5/14/2020,TrendingSearch,,快时尚服装品牌迎退潮,,199819,,, , , , , 
5/14/2020,TrendingSearch,,外交部回应美参议员妄图制裁中国,,181370,,, , , , , 
5/14/2020,TrendingSearch,,世卫组织给武汉中学生回了一封信,,172292,,, , , , , 
5/14/2020,TrendingSearch,,游客掰断两颗数万年石钟乳,,171290,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/14/2020,TrendingSearch,,你患有哪些奇怪的恐惧症,,170920,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,韩百余市民排队抢购奢侈品,,166901,,, , , , , 
5/14/2020,TrendingSearch,,郴州推荐假奶粉涉事医生被停职,,164740,,,1,Domestic_news,Current_affairs_economy,0,0
5/14/2020,TrendingSearch,,你为什么对一段关系失望,,164448,,, , , , , 
5/14/2020,TrendingSearch,,美股,,159073,,,1,International_news,International_affairs_world,0,0
5/14/2020,TrendingSearch,,白宫使用的检测装置经常出现错诊,,152009,,,1,International_news,International_affairs_world,0,0
5/14/2020,TrendingSearch,,真实又毁三观的事情,,149381,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/14/2020,TrendingSearch,,任嘉伦说火锅里有炒年糕,,147565,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,虚幻5引擎,,146598,,, , , , , 
5/14/2020,TrendingSearch,,李现喊话跟拍者,,146302,,, , , , , 
5/14/2020,TrendingSearch,,湖南彻查蛋白固体饮料事件,,145943,,, , , , , 
5/14/2020,TrendingSearch,,吉林新增1例本土确诊病例,,136748,,, , , , , 
5/14/2020,TrendingSearch,,清平乐,,132657,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,爸爸接孩子认错还揪人小辫,,89797,,, , , , , 
5/14/2020,TrendingSearch,,夫妻的世界因尺度大被处罚,,4782481,,, , , , , 
5/14/2020,TrendingSearch,,2020前4月螺蛳粉出口量暴涨,,3448787,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/14/2020,TrendingSearch,,笑点上的朋友,,3232260,,, , , , , 
5/14/2020,TrendingSearch,,刘敏涛 抽筋捋头发爱谁是谁,,2830138,,, , , , , 
5/14/2020,TrendingSearch,,徽柔被下药,,2436710,,, , , , , 
5/14/2020,TrendingSearch,,陈粒哭了,,1693735,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,谢可寅唱关于青春有你的歌,,1283208,,, , , , , 
5/14/2020,TrendingSearch,,武汉全员新冠病毒筛查进展如何,,969457,,,1,Domestic_news,Current_affairs_trends,0,0
5/14/2020,TrendingSearch,,赵立坚回应FBI称中国黑客盗取美国疫苗,,921763,,,1,International_news,International_affairs_china_related,1,1
5/14/2020,TrendingSearch,,清平乐,,896142,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,虞书欣模仿秀,,877882,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,瑞幸咖啡仍在快速开店,,819399,,, , , , , 
5/14/2020,TrendingSearch,,她把五星红旗插在南极难抵极,,560640,,, , , , , 
5/14/2020,TrendingSearch,,女子直播做面包翻车,,479217,,, , , , , 
5/14/2020,TrendingSearch,,75岁老人开保时捷撞伤3行人,,455479,,, , , , , 
5/14/2020,TrendingSearch,,6省份已明确学生住宿费怎么退,,440002,,, , , , , 
5/14/2020,TrendingSearch,,李佳琦,,438209,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,这期青你太好哭了,,433712,,, , , , , 
5/14/2020,TrendingSearch,,摘掉口罩再亲亲,,431176,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,机智的医生生活,,430101,,, , , , , 
5/14/2020,TrendingSearch,,金靖 好笑,,424272,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,吉林高三学生含泪离校,,423700,,, , , , , 
5/14/2020,TrendingSearch,,泰国最快在10月前后向中国游客开放,,399487,,, , , , , 
5/14/2020,TrendingSearch,,宿舍里都开始长草了,,387492,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,上海警方通报保时捷撞人事件,,382255,,, , , , , 
5/14/2020,TrendingSearch,,喻言狮子猫,,377605,,, , , , , 
5/14/2020,TrendingSearch,,赵小棠顶碗跳舞,,376897,,, , , , , 
5/14/2020,TrendingSearch,,宫崎骏新作已完成36分钟,,372029,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,允许符合要求的美国大麦进口,,359579,,,1,International_news,International_affairs_china_related,0,0
5/14/2020,TrendingSearch,,有必要进行全国全员检测吗,,350111,,, , , , , 
5/14/2020,TrendingSearch,,GAI别留,,345421,,, , , , , 
5/14/2020,TrendingSearch,,乃万原创solo,,342452,,, , , , , 
5/14/2020,TrendingSearch,,人大代表建议取消超生处罚,,332674,,, , , , , 
5/14/2020,TrendingSearch,,安倍宣布日本39县解除紧急状态,,329542,,,1,International_news,International_affairs_world,0,0
5/14/2020,TrendingSearch,,我是唱作人,,322619,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,刘雨昕弹唱17岁写的原创,,311805,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,刘涛直播,,302221,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,南京南站,,299345,,, , , , , 
5/14/2020,TrendingSearch,,消防员扮小鸡走路排头掉队被捉回,,283674,,, , , , , 
5/14/2020,TrendingSearch,,男子动车上吸烟被纳入征信,,270241,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,神话JunJin结婚,,268660,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,封城后马来西亚百货店皮具长毛,,265982,,, , , , , 
5/14/2020,TrendingSearch,,沈阳3名病例致数千人被隔离,,263042,,, , , , , 
5/14/2020,TrendingSearch,,好妹妹明日隔天涯,,250318,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,俄罗斯确诊病例超25万,,249259,,, , , , , 
5/14/2020,TrendingSearch,,紫霞仙子礼裙,,242744,,,1,Soft_news,Soft_news_casual,0,0
5/14/2020,TrendingSearch,,性格内向的人有多累,,233344,,, , , , , 
5/14/2020,TrendingSearch,,战争学院服务器,,173843,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/14/2020,TrendingSearch,,举报福大教师性侵者否认同居,,167237,,, , , , , 
5/14/2020,TrendingSearch,,金鹰奖增设最佳男女演员奖,,147948,,, , , , , 
5/15/2020,TrendingSearch,,香港教育局谴责历史试题美化日本侵华,,2064499,,, , , , , 
5/15/2020,TrendingSearch,,孔雪儿许佳琪镜头,,1357481,,, , , , , 
5/15/2020,TrendingSearch,,烟酰胺组合 内外皆美丽,,1096424,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/15/2020,TrendingSearch,,安崎和上官喜爱的友情,,955854,,, , , , , 
5/15/2020,TrendingSearch,,张柏芝点赞王菲照片,,953315,,, , , , , 
5/15/2020,TrendingSearch,,董璇西装造型好A,,950969,,,1,Soft_news,Soft_news_celebrity&social,0,0
5/15/2020,TrendingSearch,,宋茜发长文,,950586,,, , , , , 
5/15/2020,TrendingSearch,,朴智勋,,944278,,, , , , , 
5/15/2020,TrendingSearch,,纽约70%染不明综合征儿童进ICU,,940539,,, , , , , 
5/15/2020,TrendingSearch,,世贸总干事将于8月31日提前结束任期,,939393,,, , , , , 
5/15/2020,TrendingSearch,,刘敏涛 抽筋捋头发爱谁是谁,,932659,,, , , , , 
5/15/2020,TrendingSearch,,吉林新增本土病例4例,,930597,,, , , , , 
5/15/2020,TrendingSearch,,今年首次面向普通高校毕业生直招士官,,926552,,, , , , , 
5/15/2020,TrendingSearch,,当当等16款APP侵害用户权益,,922058,,, , , , , 
5/15/2020,TrendingSearch,,夫妻的世界因尺度大被处罚,,916722,,, , , , , 
5/15/2020,TrendingSearch,,浙江约谈三大运营商,,913441,,,1,Domestic_news,Current_affairs_society&issues,0,0
5/15/2020,TrendingSearch,,徽柔被下药,,909967,,, , , , , 
5/15/2020,TrendingSearch,,手机掉乌江8个月后回来了,,908557,,, , , , , 
5/15/2020,TrendingSearch,,女童被继父连砍4刀确诊高位截瘫,,632283,,, , , , , 
5/15/2020,TrendingSearch,,最胖和最瘦时相差多少斤,,609500,,,1,Soft_news,Soft_news_casual,0,0
5/15/2020,TrendingSearch,,李芳,,605795,,, , , , , 
5/15/2020,TrendingSearch,,外国人到底有多喜欢大熊猫,,578052,,, , , , , 
5/15/2020,TrendingSearch,,高校复学后在线教学将成常态,,395376,,, , , , , 
